128
0 16 94 89 24 95 37 8 91 37 50 86 90 92 98 38 82 71 95 65 27 52 22 80 57 56 17 55 87 22 51 89 54 16 89 25 19 93 60 35 40 89 46 39 15 20 96 48 37 40 58 18 81 25 93 37 64 78 31 3 87 45 23 60 66 73 19 40 18 3 64 69 51 82 98 5 24 33 33 26 27 60 85 69 34 4 52 36 88 24 13 60 25 29 10 4 83 33 68 69 10 15 26 54 37 84 80 31 11 69 27 72 97 73 34 71 14 52 27 58 89 85 74 7 63 47 56 3 
16 0 95 14 87 50 26 43 49 52 54 15 100 24 73 7 43 79 86 58 97 100 63 86 26 84 7 70 28 1 14 7 75 92 60 75 93 70 74 73 58 98 66 67 59 49 98 25 52 19 100 78 36 97 12 8 29 33 20 35 20 38 30 41 8 14 4 3 17 6 99 90 27 70 87 22 21 60 81 25 44 65 10 83 81 19 50 16 19 51 99 58 75 35 39 97 15 17 21 38 89 35 43 57 79 26 50 36 59 50 79 17 15 92 21 54 66 15 61 14 21 48 45 15 39 97 7 78 
94 95 0 5 82 18 76 37 81 29 12 39 15 70 82 27 43 27 24 92 6 38 40 62 5 16 47 56 25 33 98 78 6 97 38 33 57 82 13 62 82 23 91 16 41 44 100 20 70 44 45 15 43 67 84 70 25 1 76 53 45 85 37 27 81 8 49 9 59 9 35 3 65 93 11 38 28 26 15 57 14 95 84 47 98 95 80 100 18 35 15 10 55 99 95 35 48 82 79 61 5 33 52 74 52 51 73 20 73 17 15 91 30 46 87 33 51 73 40 44 45 84 47 15 9 34 2 99 
89 14 5 0 81 60 48 8 33 53 81 32 14 17 9 72 64 10 21 29 18 69 95 74 74 76 90 39 31 64 94 78 91 42 92 85 19 28 28 60 15 58 15 35 24 93 14 14 36 37 49 57 19 66 34 70 48 29 22 17 92 55 23 79 11 74 82 31 54 86 69 86 97 48 39 1 68 57 81 10 64 76 20 85 76 43 19 14 17 79 64 31 42 71 92 16 24 56 76 20 76 19 44 68 98 91 62 13 37 14 3 41 73 34 57 29 46 42 31 89 43 52 38 73 95 73 71 5 
24 87 82 81 0 72 66 26 4 21 22 85 94 2 27 66 83 13 35 51 41 81 81 23 88 81 52 23 100 61 51 8 89 23 72 100 67 28 39 28 60 91 57 100 41 13 21 64 43 44 62 44 48 6 79 40 87 3 22 6 8 78 50 77 37 10 71 52 68 10 85 46 3 71 8 22 75 29 84 28 76 51 51 64 6 82 67 13 55 94 34 16 25 35 44 82 42 82 26 82 37 34 49 80 39 47 54 72 54 87 70 48 41 71 48 68 40 27 67 1 18 22 29 75 40 27 62 77 
95 50 18 60 72 0 60 13 31 24 91 87 75 59 17 79 99 70 29 39 68 17 66 13 52 56 17 100 30 1 93 89 91 31 78 84 30 100 18 88 97 86 92 3 66 48 16 23 36 43 41 93 84 98 16 45 5 87 53 12 56 68 58 88 87 91 65 42 100 82 24 68 4 79 18 15 27 40 42 77 23 98 68 39 97 92 20 8 40 68 55 1 83 82 8 54 34 85 71 7 8 76 27 4 29 44 13 26 83 62 82 71 74 3 30 7 16 12 89 100 49 88 38 25 34 63 49 72 
37 26 76 48 66 60 0 62 94 78 84 7 81 17 29 33 6 70 83 30 33 75 46 52 47 28 59 33 46 55 35 12 93 22 47 53 47 92 68 52 85 37 7 24 31 33 98 82 79 12 17 97 12 76 17 97 86 90 63 96 80 52 86 19 68 51 1 53 83 97 83 2 61 77 55 32 32 93 27 86 20 28 8 86 71 3 24 8 15 10 42 91 60 63 11 76 68 5 61 69 55 35 25 13 69 99 13 22 86 34 76 7 81 25 59 94 47 19 57 64 23 86 10 48 67 63 58 83 
8 43 37 8 26 13 62 0 27 62 20 7 87 25 24 21 69 60 39 51 69 30 97 26 18 39 4 36 85 38 75 4 52 2 37 22 90 85 25 44 77 13 94 66 21 69 19 50 53 50 24 77 91 84 16 93 24 54 58 35 9 20 14 24 83 81 9 70 1 43 66 25 88 5 11 9 60 36 8 35 2 32 91 40 30 52 37 71 61 87 3 55 36 81 23 39 93 9 8 14 41 73 23 64 39 36 49 50 72 56 30 24 67 92 21 73 87 16 64 43 86 41 93 70 57 82 90 34 
91 49 81 33 4 31 94 27 0 71 38 27 100 67 41 96 95 18 100 84 57 1 11 20 4 6 31 33 65 45 51 6 9 31 26 95 39 22 61 43 89 79 61 93 92 46 63 47 44 58 16 65 100 21 97 13 87 72 21 69 43 27 96 91 90 44 1 99 18 5 94 38 55 82 24 95 34 53 43 64 96 80 17 72 26 87 6 42 5 3 56 5 16 2 95 22 34 47 61 44 85 100 88 82 48 88 72 63 52 17 23 28 87 12 73 99 55 45 84 84 43 84 34 29 73 5 17 30 
37 52 29 53 21 24 78 62 71 0 33 31 65 35 72 14 92 25 97 96 64 49 57 14 7 38 21 55 67 26 68 32 33 34 54 89 41 69 26 4 20 76 31 20 6 9 16 61 17 32 30 23 13 72 41 7 81 30 32 37 60 33 89 42 84 59 23 19 100 49 86 45 23 35 61 45 72 53 93 98 81 69 73 80 17 13 54 95 6 26 67 30 3 69 43 81 99 77 18 6 8 62 19 43 65 15 6 39 6 88 18 9 36 2 97 40 17 100 58 47 87 3 91 71 90 57 35 50 
50 54 12 81 22 91 84 20 38 33 0 70 53 29 89 67 44 75 66 46 54 3 30 39 40 98 40 62 79 91 11 4 65 76 98 79 40 31 86 50 33 90 51 74 8 49 66 52 5 26 97 77 65 42 74 60 4 36 60 3 78 79 100 42 12 87 53 82 25 15 30 7 100 27 50 3 93 72 45 12 26 22 34 71 17 36 58 61 91 38 43 43 53 46 71 13 34 34 70 16 66 48 43 14 32 77 14 30 30 56 36 33 86 59 33 48 32 80 85 38 97 4 55 23 3 48 45 33 
86 15 39 32 85 87 7 7 27 31 70 0 57 66 26 63 57 37 26 38 4 49 41 24 20 67 62 41 13 33 71 39 33 97 66 16 28 75 94 19 94 54 94 48 77 41 25 99 37 57 69 7 28 29 40 54 65 38 15 30 47 89 65 49 44 100 58 77 97 10 62 35 54 53 41 87 85 11 50 63 8 18 49 10 87 82 55 63 60 100 40 33 57 89 77 18 78 94 24 1 1 29 86 76 74 93 50 10 24 46 58 62 84 76 89 38 62 56 93 29 59 87 100 41 53 94 73 23 
90 100 15 14 94 75 81 87 100 65 53 57 0 67 79 86 48 4 94 43 11 11 68 46 79 6 43 71 14 62 66 45 22 27 59 50 25 34 25 34 82 59 14 34 20 54 39 68 25 36 68 69 73 84 57 85 4 43 63 39 80 75 89 82 30 40 8 91 75 84 92 86 30 24 45 61 27 23 22 83 77 72 68 95 7 11 34 21 54 2 79 12 53 77 97 7 70 42 72 51 2 75 57 19 15 63 12 5 58 90 92 89 93 70 72 70 58 3 57 48 97 72 65 62 47 18 52 60 
92 24 70 17 2 59 17 25 67 35 29 66 67 0 48 20 3 42 47 20 75 96 33 12 28 87 88 19 100 44 7 64 50 6 7 14 27 18 19 57 4 33 60 58 79 60 93 14 53 92 74 12 49 87 52 15 24 34 65 50 1 6 33 38 92 8 74 22 27 69 72 51 29 59 79 82 9 62 22 71 70 89 53 41 70 54 77 88 63 20 55 19 65 3 96 6 100 16 25 37 97 71 94 71 25 28 95 26 82 29 17 48 3 99 26 80 25 82 62 22 34 68 33 72 41 72 87 41 
98 73 82 9 27 17 29 24 41 72 89 26 79 48 0 11 18 33 72 91 24 87 18 27 90 91 9 17 40 1 2 43 54 50 72 28 94 13 9 94 58 15 11 11 79 59 37 29 39 18 31 31 92 28 80 16 41 56 71 75 46 76 49 57 62 69 33 39 22 90 53 81 84 20 96 99 94 52 62 95 57 35 90 2 46 75 92 31 13 66 43 50 30 62 93 10 27 10 71 28 9 57 19 23 13 88 81 30 89 68 47 15 78 10 95 83 76 48 18 20 71 22 7 19 92 57 18 94 
38 7 27 72 66 79 33 21 96 14 67 63 86 20 11 0 90 62 26 13 32 88 65 45 77 66 90 94 89 68 86 65 74 74 1 94 94 37 32 75 92 99 63 43 42 93 17 37 11 4 5 29 55 27 78 34 14 94 9 26 78 13 89 59 21 7 35 17 51 96 59 74 51 44 76 84 74 87 3 73 75 31 46 9 89 47 74 36 39 30 19 78 38 49 83 89 92 85 96 49 61 4 23 31 31 10 20 28 78 69 15 21 81 94 5 57 19 7 4 91 20 51 80 36 97 83 14 1 
82 43 43 64 83 99 6 69 95 92 44 57 48 3 18 90 0 70 80 64 35 67 6 30 26 86 30 14 11 34 87 92 77 11 62 25 21 99 30 85 30 19 1 22 36 83 62 63 66 37 8 77 36 27 54 60 35 24 67 24 40 61 67 31 63 92 31 65 34 73 91 50 30 5 73 72 66 23 21 35 47 17 2 91 17 71 68 89 83 30 8 25 81 14 34 98 64 49 19 59 54 18 85 59 24 55 21 35 29 57 68 99 73 96 7 34 98 60 95 69 46 1 77 85 73 34 1 55 
71 79 27 10 13 70 70 60 18 25 75 37 4 42 33 62 70 0 76 53 26 28 6 68 83 50 85 65 62 73 77 7 87 47 58 60 22 97 98 15 100 96 91 25 95 49 46 49 99 85 41 18 56 13 69 67 86 34 47 93 84 10 69 40 62 100 65 49 32 4 1 68 94 33 72 69 50 69 3 57 15 9 27 9 55 44 62 46 74 12 75 100 97 88 83 35 95 35 74 28 94 83 95 21 19 9 14 25 54 83 7 48 26 100 84 72 3 29 89 47 3 52 20 10 3 31 18 75 
95 86 24 21 35 29 83 39 100 97 66 26 94 47 72 26 80 76 0 80 14 30 85 95 35 53 77 99 14 43 4 59 15 32 48 48 51 54 10 15 31 18 13 75 95 80 76 54 20 27 31 85 9 81 42 16 62 48 45 69 99 37 30 73 78 62 65 55 88 66 99 90 3 12 34 25 73 2 53 57 68 74 80 28 79 70 94 79 84 35 1 70 16 29 43 60 32 29 40 47 29 81 63 79 63 99 25 86 85 4 85 100 66 23 11 42 3 34 45 76 81 12 52 70 17 43 15 97 
65 58 92 29 51 39 30 51 84 96 46 38 43 20 91 13 64 53 80 0 23 92 86 65 43 57 71 33 56 54 72 99 63 85 87 7 26 16 65 27 41 91 91 18 4 84 26 42 35 28 85 75 69 18 40 91 10 54 92 90 54 58 91 12 50 27 22 72 67 33 31 41 41 10 18 31 48 48 43 8 52 10 96 78 40 76 23 79 7 2 82 79 24 90 98 2 24 51 10 33 50 88 51 89 10 7 8 87 71 96 74 61 12 5 10 10 29 98 58 21 47 12 6 85 75 92 81 70 
27 97 6 18 41 68 33 69 57 64 54 4 11 75 24 32 35 26 14 23 0 17 71 43 4 49 64 32 3 11 7 65 85 96 63 17 62 87 67 75 38 20 86 95 95 74 31 9 30 6 79 67 80 18 12 69 23 86 71 8 41 37 65 84 68 34 90 19 33 31 35 65 40 52 71 23 16 10 83 63 7 88 54 66 13 71 49 75 8 53 17 62 8 54 91 63 84 33 4 33 17 59 59 52 19 40 83 72 25 76 6 81 95 9 74 39 20 10 21 91 9 91 51 61 35 31 47 8 
52 100 38 69 81 17 75 30 1 49 3 49 11 96 87 88 67 28 30 92 17 0 56 13 88 74 74 71 35 9 33 45 78 64 33 8 3 89 72 24 20 1 100 67 67 33 95 21 16 65 65 51 77 36 25 20 3 44 26 56 97 74 74 31 26 56 76 36 50 28 4 32 84 58 28 97 32 93 58 55 21 82 67 9 33 51 14 95 72 70 9 22 25 97 42 19 55 9 30 60 7 53 50 10 100 100 81 15 11 82 66 30 68 91 63 67 51 74 69 94 20 39 87 12 8 90 90 41 
22 63 40 95 81 66 46 97 11 57 30 41 68 33 18 65 6 6 85 86 71 56 0 86 98 72 22 26 4 82 50 97 44 90 19 42 59 2 14 84 75 45 41 50 35 35 2 48 51 39 91 55 69 93 5 89 87 1 56 79 77 68 6 73 81 71 44 100 47 48 37 10 78 26 3 56 21 89 56 67 29 2 79 93 30 1 66 59 64 92 23 62 72 57 74 54 53 51 21 99 38 9 89 72 53 44 14 70 57 47 92 45 43 94 79 83 1 45 2 33 56 33 89 90 33 96 8 5 
80 86 62 74 23 13 52 26 20 14 39 24 46 12 27 45 30 68 95 65 43 13 86 0 12 94 41 57 84 90 60 86 66 97 73 65 11 49 27 32 29 17 1 7 49 61 72 48 51 88 95 100 15 66 91 86 64 95 100 97 67 42 55 45 58 39 18 17 18 7 59 25 97 21 19 52 73 90 68 15 69 19 84 9 34 57 55 90 52 58 87 9 87 23 86 23 55 62 70 60 15 52 62 87 46 68 35 9 36 73 42 43 71 27 96 90 57 47 81 68 27 100 4 86 77 70 46 58 
